"","year","month","prod_PhL_biom_month","prod_PhS_biom_month","CGOA_prod_Ph"
"1",1980,1,79.5924337196073,26.0750844828191,52.8337591012132
"2",1980,2,108.330335299504,33.7068911513535,71.0186132254286
"3",1980,3,551.083451633303,94.3776407921589,322.730546212731
"4",1980,4,542.824302742922,117.777167451034,330.300735096978
"5",1980,5,370.124959034478,108.423263388849,239.274111211663
"6",1980,6,382.931070406311,92.2643874022525,237.597728904282
"7",1980,7,386.349505776537,57.0238661889026,221.68668598272
"8",1980,8,319.894338989251,53.4897018209848,186.692020405118
"9",1980,9,277.653475172927,66.4809493646307,172.067212268779
"10",1980,10,197.734555340669,54.328250740338,126.031403040504
"11",1980,11,60.9794100040008,21.6962965589644,41.3378532814826
"12",1980,12,11.6423631087884,6.86253021466319,9.2524466617258
"13",1981,1,12.1244989500388,7.57075331817709,9.84762613410794
"14",1981,2,84.5950712974418,31.2846676763193,57.9398694868806
"15",1981,3,210.976284350838,70.2477043040149,140.611994327426
"16",1981,4,404.469645353507,100.237267945031,252.353456649269
"17",1981,5,273.661709010801,70.5000042333148,172.080856622058
"18",1981,6,298.564217352206,50.7457580310965,174.654987691651
"19",1981,7,275.464393883796,33.918934304557,154.691664094176
"20",1981,8,278.698714305049,34.5599673102652,156.629340807657
"21",1981,9,198.82945691496,31.6714586976381,115.250457806299
"22",1981,10,169.023101175634,46.9218798337279,107.972490504681
"23",1981,11,54.4580381327672,20.0923343819594,37.2751862573633
"24",1981,12,6.182590472475,5.02296736287161,5.60277891767331
"25",1982,1,36.0908292057886,13.4746886970798,24.7827589514342
"26",1982,2,131.107079233942,41.8713478750292,86.4892135544857
"27",1982,3,264.930069423044,75.1208578834232,170.025463653233
"28",1982,4,305.647930619439,93.8124435172466,199.730187068343
"29",1982,5,304.171033985089,71.0837527124023,187.627393348745
"30",1982,6,287.849509170723,43.2937297860424,165.571619478383
"31",1982,7,276.645563247331,27.5598699205159,152.102716583924
"32",1982,8,280.935362767157,24.8238154748632,152.87958912101
"33",1982,9,277.44859045035,32.8764302623685,155.162510356359
"34",1982,10,211.747624914328,39.611919135827,125.679772025077
"35",1982,11,89.4227442802747,24.1031735749039,56.7629589275893
"36",1982,12,11.8054121906248,5.93435432032118,8.86988325547298
"37",1983,1,21.3881463938862,10.0156745919254,15.7019104929058
"38",1983,2,74.078608619117,27.6918163661114,50.8852124926142
"39",1983,3,390.562080920657,88.4072571987973,239.484669059727
"40",1983,4,396.030357684731,109.468865069176,252.749611376953
"41",1983,5,331.950704123618,91.9490398941705,211.949872008894
"42",1983,6,296.775004529263,67.9601833499762,182.367593939619
"43",1983,7,294.082830924631,54.1484517523072,174.115641338469
"44",1983,8,274.284169299891,43.684087243777,158.984128271834
"45",1983,9,227.860119909341,40.7053115074187,134.28271570838
"46",1983,10,209.690150071018,59.737514252027,134.713832161523
"47",1983,11,83.7240551220834,30.2072303804504,56.9656427512669
"48",1983,12,15.3322051255538,8.57496836597509,11.9535867457644
"49",1984,1,17.8591293589628,10.5109595909909,14.1850444749769
"50",1984,2,117.256755222245,43.759246274293,80.5080007482691
"51",1984,3,291.730050983951,85.6021427519067,188.666096867929
"52",1984,4,324.083071556997,92.4789013310212,208.280986444009
"53",1984,5,321.399375356335,82.0860649044045,201.74272013037
"54",1984,6,280.200719005915,55.102176113829,167.651447559872
"55",1984,7,283.428417502998,42.4731340342887,162.950775768643
"56",1984,8,270.48356847038,34.7739723308074,152.628770400594
"57",1984,9,240.475513971528,45.0137185118309,142.74461624168
"58",1984,10,163.164491934394,46.0788169911376,104.621654462766
"59",1984,11,51.3343071909607,18.920639791389,35.1274734911748
"60",1984,12,19.9586737361939,8.39206985612696,14.1753717961604
"61",1985,1,21.0790557237973,9.71197065917024,15.3955131914838
"62",1985,2,184.289570854838,59.3966258714523,121.843098363145
"63",1985,3,268.047068836913,85.6287486125859,176.837908724749
"64",1985,4,412.692037893644,97.3011983190694,254.996618106357
"65",1985,5,325.363287142982,79.2194536084317,202.291370375707
"66",1985,6,333.644653739549,60.599219455707,197.121936597628
"67",1985,7,325.471677522039,56.5123285835582,190.992003052799
"68",1985,8,293.074764358426,42.7135615490293,167.894162953728
"69",1985,9,255.237416393882,43.2054905588117,149.221453476347
"70",1985,10,139.309527984662,42.2793213206563,90.7944246526594
"71",1985,11,57.0193918733743,23.4699636698623,40.2446777716183
"72",1985,12,11.3581614134605,6.23997215085831,8.79906678215942
"73",1986,1,20.4100239383252,9.82789266905726,15.1189583036912
"74",1986,2,101.646303393569,39.2791805904912,70.4627419920302
"75",1986,3,247.755022656793,74.3857626971627,161.070392676978
"76",1986,4,386.580469672895,97.7992781098682,242.189873891381
"77",1986,5,396.307913833368,69.8453487717663,233.076631302567
"78",1986,6,297.05983787587,52.6792873188761,174.869562597373
"79",1986,7,314.71164589871,35.5937960442443,175.152720971477
"80",1986,8,286.481195223906,32.6334469198445,159.557321071875
"81",1986,9,291.143550335343,50.1343685551572,170.63895944525
"82",1986,10,150.117200391214,43.059985569377,96.5885929802956
"83",1986,11,85.43201952173,32.1282444464172,58.7801319840736
"84",1986,12,13.8790096123015,6.88925245854359,10.3841310354225
"85",1987,1,23.4067656849789,10.4733949578631,16.940080321421
"86",1987,2,119.393586693904,40.6425577532556,80.0180722235797
"87",1987,3,209.331556323494,70.6491641701049,139.990360246799
"88",1987,4,426.752397334637,107.596351805591,267.174374570114
"89",1987,5,376.836406976781,92.541262512199,234.68883474449
"90",1987,6,369.326446441878,72.6145292597469,220.970487850813
"91",1987,7,332.007998092041,45.429137053477,188.718567572759
"92",1987,8,286.267717594135,42.4727886755766,164.370253134856
"93",1987,9,294.708150050023,57.6425504135573,176.17535023179
"94",1987,10,188.028398119266,50.5992770998288,119.313837609547
"95",1987,11,58.2268562952871,24.0503223800372,41.1385893376621
"96",1987,12,10.7140022105557,6.65914183775616,8.68657202415595
"97",1988,1,13.7597479608361,7.94279014970398,10.85126905527
"98",1988,2,98.9062935851449,39.2158639014817,69.0610787433133
"99",1988,3,269.520005178692,75.0249411212461,172.272473149969
"100",1988,4,330.409717492998,81.209146193688,205.809431843343
"101",1988,5,331.132345940118,82.799010422351,206.965678181235
"102",1988,6,287.903009308046,73.9358147289759,180.919412018511
"103",1988,7,297.635837864793,42.8353282347411,170.235583049767
"104",1988,8,275.250603757043,32.9606901890127,154.105646973028
"105",1988,9,224.125957209332,40.0748688431371,132.100413026234
"106",1988,10,147.117521074017,51.3469044992812,99.232212786649
"107",1988,11,43.2234706987266,19.3111765491005,31.2673236239136
"108",1988,12,16.9506851029191,9.11611435032582,13.0333997266224
"109",1989,1,9.42273506170374,7.07260749761968,8.24767127966171
"110",1989,2,68.6279949730175,28.0619154875841,48.3449552303008
"111",1989,3,280.839706375603,76.8638218991069,178.851764137355
"112",1989,4,336.785377946744,98.107409337583,217.446393642164
"113",1989,5,376.990704433765,89.6505596170385,233.320632025402
"114",1989,6,259.322830965775,70.1854264448607,164.754128705318
"115",1989,7,244.476398275004,53.1286171477068,148.802507711355
"116",1989,8,204.158694173712,35.1410405630962,119.649867368404
"117",1989,9,188.625372095938,29.7841632753951,109.204767685667
"118",1989,10,136.097742704105,27.9573194702112,82.0275310871582
"119",1989,11,64.1681198968538,19.5843884958451,41.8762541963495
"120",1989,12,18.377484205286,7.5162111435952,12.9468476744406
"121",1990,1,16.3180502987102,8.42933987597287,12.3736950873415
"122",1990,2,122.325731575608,41.0672036451173,81.6964676103626
"123",1990,3,228.919150168286,75.4903932333384,152.204771700812
"124",1990,4,460.163466038049,102.22704942976,281.195257733905
"125",1990,5,327.826562226181,61.4610483824291,194.643805304305
"126",1990,6,352.273697987731,49.8074599307992,201.040578959265
"127",1990,7,320.752585228268,38.3317929358837,179.542189082076
"128",1990,8,340.162584926651,38.2227437281231,189.192664327387
"129",1990,9,319.031772619332,52.2932147612498,185.662493690291
"130",1990,10,237.071747492158,66.3769575991961,151.724352545677
"131",1990,11,93.5911074520775,32.7781276891458,63.1846175706117
"132",1990,12,19.3751991492468,8.72741339217761,14.0513062707122
"133",1991,1,20.7323985619377,10.594104203312,15.6632513826248
"134",1991,2,87.2926101885855,32.8958614717997,60.0942358301926
"135",1991,3,301.610231008411,89.515074372166,195.562652690289
"136",1991,4,348.055417442185,91.9320734107239,219.993745426454
"137",1991,5,313.954041033528,67.9233459767586,190.938693505143
"138",1991,6,281.596467253025,45.3495406785905,163.473003965808
"139",1991,7,285.968862952739,44.3525384021295,165.160700677434
"140",1991,8,303.175253170539,37.8784371051776,170.526845137858
"141",1991,9,200.611600949978,34.0820818831462,117.346841416562
"142",1991,10,196.892572845609,52.7234897827566,124.808031314183
"143",1991,11,62.1366031305923,23.6587276094562,42.8976653700242
"144",1991,12,15.7196673766826,8.54704278008179,12.1333550783822
"145",1992,1,22.2411335269013,9.45406985335888,15.8476016901301
"146",1992,2,105.149622647211,35.9892462133027,70.569434430257
"147",1992,3,261.589308611938,74.4128317148647,168.001070163402
"148",1992,4,437.417469821582,100.099787984654,268.758628903118
"149",1992,5,335.197938254224,79.2317457320504,207.214841993137
"150",1992,6,337.278698391788,73.602971826031,205.440835108909
"151",1992,7,224.227767213385,47.7932282368716,136.010497725128
"152",1992,8,229.329903671809,47.068624963524,138.199264317667
"153",1992,9,218.492426441113,37.7636808391201,128.128053640117
"154",1992,10,210.822264035225,51.056597501241,130.939430768233
"155",1992,11,56.9267976524356,21.1845095567957,39.0556536046156
"156",1992,12,9.3920989722986,5.70854354718252,7.55032125974056
"157",1993,1,22.0772529855351,10.2347090858906,16.1559810357128
"158",1993,2,101.229126826634,39.299613248935,70.2643700377847
"159",1993,3,272.075091361453,77.8403572436833,174.957724302568
"160",1993,4,396.373745487393,103.123469793047,249.74860764022
"161",1993,5,370.596392817392,76.6005111847135,223.598452001053
"162",1993,6,320.99815729332,64.7917408687647,192.894949081042
"163",1993,7,310.01010643013,47.2675145799135,178.638810505022
"164",1993,8,308.913458854998,38.6274534610951,173.770456158046
"165",1993,9,253.912973733823,45.2175273920807,149.565250562952
"166",1993,10,168.323306688129,49.2742149100201,108.798760799074
"167",1993,11,66.617549310389,21.2928910271062,43.9552201687476
"168",1993,12,23.5282852355619,9.6331081210309,16.5806966782964
"169",1994,1,17.5146083209428,9.12292801746679,13.3187681692048
"170",1994,2,70.1338007942571,28.4352820714779,49.2845414328675
"171",1994,3,294.649868457284,85.5360900068243,190.092979232054
"172",1994,4,409.004818683381,110.818274044488,259.911546363935
"173",1994,5,380.098074247695,90.4478872716628,235.272980759679
"174",1994,6,366.447137177464,78.4089643290921,222.428050753278
"175",1994,7,307.947667637986,48.5725256297079,178.260096633847
"176",1994,8,325.878548765159,39.6626263004717,182.770587532815
"177",1994,9,298.055181635166,41.6286864839621,169.841934059564
"178",1994,10,235.758762383417,54.6084797000764,145.183621041747
"179",1994,11,77.3131877275798,26.0935996015839,51.7033936645819
"180",1994,12,10.6300682931849,6.82831650764087,8.72919240041288
"181",1995,1,23.3739021643663,10.9701779486544,17.1720400565104
"182",1995,2,80.443264282025,30.8895978679088,55.6664310749669
"183",1995,3,293.90118600346,85.5230182827319,189.712102143096
"184",1995,4,430.221261479568,114.73998288949,272.480622184529
"185",1995,5,332.741081941093,103.628251279363,218.184666610228
"186",1995,6,384.631234904871,75.4331312408878,230.032183072879
"187",1995,7,318.143188605079,48.5512588124117,183.347223708745
"188",1995,8,269.5828463649,37.8716080602746,153.727227212587
"189",1995,9,289.522866166069,43.1462144418417,166.334540303956
"190",1995,10,194.332748765813,40.2213638799903,117.277056322902
"191",1995,11,82.0537840422945,27.1468280335108,54.6003060379026
"192",1995,12,14.6966664183191,6.45468397329117,10.5756751958052
"193",1996,1,23.632574742862,9.51231686380461,16.5724458033333
"194",1996,2,100.562530468851,36.7921932987919,68.6773618838215
"195",1996,3,345.503416122999,88.1172864751665,216.810351299083
"196",1996,4,462.612275764208,110.708079803989,286.660177784098
"197",1996,5,379.999402372371,88.9069850840052,234.453193728188
"198",1996,6,376.274886352326,65.2697029849209,220.772294668623
"199",1996,7,371.315914924548,43.491031961617,207.403473443083
"200",1996,8,304.514236849704,37.035802832719,170.775019841211
"201",1996,9,298.926543363317,37.5246972150293,168.225620289173
"202",1996,10,139.992145744673,43.2907716892833,91.6414587169782
"203",1996,11,105.707194418197,35.3278044393168,70.5174994287569
"204",1996,12,10.2286054351922,6.28985431681423,8.2592298760032
"205",1997,1,15.2487301261291,9.384649150507,12.3166896383181
"206",1997,2,78.6958604764512,31.7682648434784,55.2320626599648
"207",1997,3,193.634502920041,67.981002915637,130.807752917839
"208",1997,4,448.336639114014,102.710649199116,275.523644156565
"209",1997,5,309.465401237289,98.7535524577641,204.109476847526
"210",1997,6,342.229176666147,78.5417059698088,210.385441317978
"211",1997,7,296.51208946101,46.7058606754041,171.608975068207
"212",1997,8,268.6735045969,35.4172463773254,152.045375487113
"213",1997,9,220.600977131214,30.4025068835662,125.50174200739
"214",1997,10,199.398192440181,45.6845405902543,122.541366515218
"215",1997,11,70.0306198570834,24.3674539021718,47.1990368796276
"216",1997,12,10.7738105894894,5.62590623855434,8.19985841402185
"217",1998,1,21.5562933533836,10.8976915813152,16.2269924673494
"218",1998,2,97.3935538977667,35.8616873307619,66.6276206142643
"219",1998,3,278.093478386037,85.048745090979,181.571111738508
"220",1998,4,463.27810018039,112.120489631539,287.699294905964
"221",1998,5,323.588698694526,72.299538534844,197.944118614685
"222",1998,6,310.194008770563,50.976186799133,180.585097784848
"223",1998,7,300.49335253694,36.0202622516001,168.25680739427
"224",1998,8,307.979751842593,32.9998791466948,170.489815494644
"225",1998,9,273.331619411014,42.259119424372,157.795369417693
"226",1998,10,192.179190350936,44.3898236095411,118.284506980238
"227",1998,11,94.1616718904355,28.3326971122655,61.2471845013505
"228",1998,12,15.796970230619,7.12437387984559,11.4606720552323
"229",1999,1,17.8112559866211,7.78839149579744,12.7998237412093
"230",1999,2,65.4225719981341,26.9839740798814,46.2032730390078
"231",1999,3,496.930798684218,90.4342828266993,293.682540755458
"232",1999,4,461.554999403408,93.6681678526659,277.611583628037
"233",1999,5,359.579591990509,66.09083686583,212.835214428169
"234",1999,6,369.362916762378,64.1145834352047,216.738750098791
"235",1999,7,329.666745494543,34.2196387782828,181.943192136413
"236",1999,8,315.186448654811,29.8420381026838,172.514243378747
"237",1999,9,256.529798119552,37.8557667161658,147.192782417859
"238",1999,10,179.009848902509,50.7204279840371,114.865138443273
"239",1999,11,59.7397505612793,24.5489081061399,42.1443293337096
"240",1999,12,6.11032638182363,5.58308847369366,5.84670742775864
"241",2000,1,5.35384752146452,5.29959670270077,5.32672211208265
"242",2000,2,69.4511885134375,31.5592471855918,50.5052178495146
"243",2000,3,241.802260519108,77.1380777857254,159.470169152416
"244",2000,4,398.304522314807,107.799035438815,253.051778876811
"245",2000,5,328.240291810686,101.496877545836,214.868584678261
"246",2000,6,358.503382065859,63.5040178030376,211.003699934448
"247",2000,7,285.33651240173,42.8816065679547,164.109059484842
"248",2000,8,322.207813205506,39.8436327127846,181.025722959145
"249",2000,9,247.127259654834,49.3232072109718,148.225233432903
"250",2000,10,224.433508129996,61.3662621484203,142.899885139208
"251",2000,11,57.0248379472873,22.8444939150271,39.9346659311572
"252",2000,12,12.7711976772145,7.84357695620185,10.3073873167082
"253",2001,1,20.7038757873181,11.2477891965849,15.9758324919515
"254",2001,2,67.342985882446,28.8653154627416,48.1041506725938
"255",2001,3,300.707536501362,81.2926777573115,191.000107129337
"256",2001,4,289.048888949152,98.12461225667,193.586750602911
"257",2001,5,318.887975193487,94.5561956502615,206.722085421874
"258",2001,6,229.328378160452,54.9518503911513,142.140114275802
"259",2001,7,267.005122262754,47.1109787823817,157.058050522568
"260",2001,8,226.54009061418,30.0861724071393,128.31313151066
"261",2001,9,201.242967947169,31.8160644369922,116.529516192081
"262",2001,10,135.992901918264,39.1990907460745,87.5959963321693
"263",2001,11,60.3011380823718,23.7263380388636,42.0137380606177
"264",2001,12,5.07407321836093,5.10841347796675,5.09124334816384
"265",2002,1,15.9566004855189,9.23558362392082,12.5960920547198
"266",2002,2,77.4188588797093,31.3523833042849,54.3856210919971
"267",2002,3,372.997631063635,86.3523358904615,229.674983477048
"268",2002,4,370.231228735003,93.268299155324,231.749763945164
"269",2002,5,273.306210877143,90.8363217684479,182.071266322795
"270",2002,6,321.695112098975,85.0960843342307,203.395598216603
"271",2002,7,275.3177366065,48.3360218997415,161.826879253121
"272",2002,8,256.637359818659,36.2214196715211,146.42938974509
"273",2002,9,244.526247560797,43.1846055510273,143.855426555912
"274",2002,10,152.106592887973,41.0589514212596,96.5827721546164
"275",2002,11,73.665846782793,25.8564119917029,49.7611293872479
"276",2002,12,13.7935669234027,7.71981497495372,10.7566909491782
"277",2003,1,21.1408389841469,10.6196328111283,15.8802358976376
"278",2003,2,62.4694631913406,24.7272911169065,43.5983771541235
"279",2003,3,363.787990730735,92.8750802574242,228.33153549408
"280",2003,4,365.237811006294,99.2695398163684,232.253675411331
"281",2003,5,294.055203780859,91.6994742106549,192.877338995757
"282",2003,6,364.658427612642,67.3696030736911,216.014015343166
"283",2003,7,264.527898537011,39.1073778326557,151.817638184833
"284",2003,8,242.581423915926,31.5934492205404,137.087436568233
"285",2003,9,268.972532140771,35.8377954218255,152.405163781298
"286",2003,10,126.342422697787,41.3889472167702,83.8656849572785
"287",2003,11,67.8407870888509,26.0778210842124,46.9593040865316
"288",2003,12,14.4795311753937,7.78266267115186,11.1310969232728
"289",2004,1,9.54495923861508,6.10303603711843,7.82399763786676
"290",2004,2,51.4546182312698,23.5724487132249,37.5135334722474
"291",2004,3,359.843103160116,86.1183887623649,222.98074596124
"292",2004,4,356.010628625895,109.130044435803,232.570336530849
"293",2004,5,341.20868265022,95.8134681215014,218.511075385861
"294",2004,6,330.097753162499,73.6678257389459,201.882789450722
"295",2004,7,283.568782507839,42.5459193304937,163.057350919166
"296",2004,8,292.774376048095,34.5037519722429,163.639064010169
"297",2004,9,262.101125185556,44.757286613187,153.429205899372
"298",2004,10,167.258650322724,44.4367199175083,105.847685120116
"299",2004,11,58.3373225202635,21.0430427320588,39.6901826261612
"300",2004,12,11.6150571321641,6.99869358757673,9.30687535987039
"301",2005,1,20.5105077050861,10.9037693297101,15.7071385173981
"302",2005,2,101.788486219519,40.7290297829603,71.2587580012397
"303",2005,3,227.523963797778,78.7880196731919,153.155991735485
"304",2005,4,421.74267250015,104.73860693699,263.24063971857
"305",2005,5,333.196398840936,91.449267606773,212.322833223855
"306",2005,6,315.180620702311,71.4999850020377,193.340302852174
"307",2005,7,304.232410645181,42.471064725838,173.35173768551
"308",2005,8,299.623431116658,37.0716169233283,168.347524019993
"309",2005,9,203.954523465517,38.3504642446897,121.152493855103
"310",2005,10,131.083848254072,45.1536127462483,88.1187305001603
"311",2005,11,55.0763714807952,21.2621046225112,38.1692380516532
"312",2005,12,11.9151520565951,7.03969046635588,9.47742126147549
"313",2006,1,22.8627874030277,10.2579058994503,16.560346651239
"314",2006,2,92.9588631631267,34.4489777941834,63.703920478655
"315",2006,3,344.298240958899,80.7009555655271,212.499598262213
"316",2006,4,346.581303017347,73.9306597485375,210.255981382942
"317",2006,5,274.516115027216,62.5919752273735,168.554045127295
"318",2006,6,361.962569573667,54.6649415174673,208.313755545567
"319",2006,7,333.060562815363,38.0547125845592,185.557637699961
"320",2006,8,299.795300885079,31.3169985729888,165.556149729034
"321",2006,9,289.444245629775,39.2185076712017,164.331376650488
"322",2006,10,177.567503382395,42.8159080951412,110.191705738768
"323",2006,11,83.4208672443091,27.9577528803957,55.6893100623524
"324",2006,12,14.3482697409503,7.6751978334873,11.0117337872188
"325",2007,1,13.3739332179973,7.82817726672388,10.6010552423606
"326",2007,2,70.3656160640049,31.8461533572532,51.105884710629
"327",2007,3,302.531605676629,86.8027867153374,194.667196195983
"328",2007,4,387.360627756626,109.740348155627,248.550487956126
"329",2007,5,336.619918618871,99.3595506021181,217.989734610494
"330",2007,6,378.25125975159,73.1904812383607,225.720870494975
"331",2007,7,309.56559220959,43.3528420103978,176.459217109994
"332",2007,8,267.978790947456,37.5625442261314,152.770667586794
"333",2007,9,268.393177466684,38.6939724883505,153.543574977517
"334",2007,10,135.986207702895,38.8110652890437,87.3986364959691
"335",2007,11,109.567000224261,34.2451695492562,71.9060848867587
"336",2007,12,19.6249815406402,9.19177980752215,14.4083806740812
"337",2008,1,14.1282439727196,8.79860291056616,11.4634234416429
"338",2008,2,98.959030509604,39.0901802584407,69.0246053840224
"339",2008,3,212.492755511801,68.7671274647467,140.629941488274
"340",2008,4,441.163746230955,112.116771391076,276.640258811015
"341",2008,5,408.491618406439,114.753882073491,261.622750239965
"342",2008,6,404.409520168665,76.8614945605492,240.635507364607
"343",2008,7,360.620645956247,54.4609071689656,207.540776562606
"344",2008,8,370.817846141827,58.5683090198149,214.693077580821
"345",2008,9,294.424925222898,61.9181766882293,178.171550955564
"346",2008,10,152.916500401901,45.3206501615959,99.1185752817482
"347",2008,11,60.5817408879703,19.775087305376,40.1784140966732
"348",2008,12,14.3840109225222,7.94351733763708,11.1637641300797
"349",2009,1,26.452689603248,12.2014024217944,19.3270460125212
"350",2009,2,79.910346384844,30.6321701682495,55.2712582765468
"351",2009,3,313.848221168485,78.4606644226902,196.154442795587
"352",2009,4,445.344009891932,113.704241525526,279.524125708729
"353",2009,5,354.50801204221,89.6694912610318,222.088751651621
"354",2009,6,286.604647831629,51.5427492740906,169.07369855286
"355",2009,7,330.25301103078,37.1718358184435,183.712423424612
"356",2009,8,291.801461367544,39.0972673522022,165.449364359873
"357",2009,9,318.586394181844,53.1678660885687,185.877130135206
"358",2009,10,149.930439455434,45.0471220185151,97.4887807369747
"359",2009,11,61.7687352784147,23.1521763688596,42.4604558236371
"360",2009,12,16.0162719187594,8.04581884808733,12.0310453834233
"361",2010,1,19.2817179020675,9.49247496868095,14.3870964353742
"362",2010,2,82.9447059751209,32.4032715152875,57.6739887452042
